position,suffix,player_slug,first_name,middle_name,last_name,draft_year,lane_agility_time,shuttle_run,three_quarter_sprint,standing_vertical_leap,max_vertical_leap,max_bench_press_repetitions,body_fat_pct,hand_length,hand_width,height_w_shoes,height_wo_shoes,standing_reach,weight_lbs,wingspan,hand_length_inches,hand_width_inches,height_w_shoes_inches,height_wo_shoes_inches,standing_reach_inches,wingspan_inches,player_name
c-pf,,jontay__porter__2018,jontay,,porter,2018.0,11.9,3.07,3.4,25.5,31.0,9.0,13.85,8.75,9.50,6' 11.5'',6' 10'',9' 1'',236.0,7' 0.25'',8.75,9.5,83.5,82.0,109.0,84.25,jontay porter
sf-pf,,michael__porter__2018,michael,,porter,2018.0,,,,,,,6.4,8.75,9.25,6' 10.75'',6' 9.5'',9' 0.5'',211.0,7' 0.25'',8.75,9.25,82.75,81.5,108.5,84.25,michael porter
pf,,billy__preston__2018,billy,,preston,2018.0,11.26,3.35,3.2,25.0,33.0,,5.45,9.25,9.50,6' 10.5'',6' 8.75'',9' 0'',222.4,7' 2'',9.25,9.5,82.5,80.75,108.0,86.0,billy preston
sg,,jerome__robinson__2018,jerome,,robinson,2018.0,,,,,,,6.05,9.00,10.00,6' 5'',6' 4'',8' 2'',188.4,6' 7.25'',9.0,10.0,77.0,76.0,98.0,79.25,jerome robinson
pg,,collin__sexton__2018,collin,,sexton,2018.0,,,,,,,5.6,8.25,8.50,6' 1.5'',6' 0.5'',8' 2.5'',183.0,6' 7.25'',8.25,8.5,73.5,72.5,98.5,79.25,collin sexton
pg,,landry__shamet__2018,landry,,shamet,2018.0,11.26,3.21,3.11,31.0,39.5,8.0,4.85,8.00,9.00,6' 5.25'',6' 4'',8' 4'',188.6,6' 6.75'',8.0,9.0,77.25,76.0,100.0,78.75,landry shamet
sg-pg,,anfernee__simons__2018,anfernee,,simons,2018.0,11.27,3.16,3.1,32.0,41.5,1.0,7.7,8.75,9.00,6' 3.25'',6' 2.25'',8' 3.5'',183.2,6' 9.25'',8.75,9.0,75.25,74.25,99.5,81.25,anfernee simons
sf-sg,,zhaire__smith__2018,zhaire,,smith,2018.0,11.02,3.15,3.05,33.0,41.5,10.0,6.05,8.75,8.25,6' 4'',6' 2.75'',8' 4'',198.6,6' 9.75'',8.75,8.25,76.0,74.75,100.0,81.75,zhaire smith
pf,,ray__spalding__2018,ray,,spalding,2018.0,11.48,3.2,3.34,26.0,32.0,12.0,5.55,9.25,9.00,6' 10.25'',6' 9'',9' 1'',215.4,7' 4.75'',9.25,9.0,82.25,81.0,109.0,88.75,ray spalding
pf-c,,omari__spellman__2018,omari,,spellman,2018.0,12.28,3.35,3.38,28.5,35.5,8.0,13.75,9.00,9.00,6' 9.25'',6' 8'',8' 11.5'',253.8,7' 2'',9.0,9.0,81.25,80.0,107.5,86.0,omari spellman
sg,,khyri__thomas__2018,khyri,,thomas,2018.0,10.96,3.18,3.18,30.0,35.0,14.0,6.4,8.75,9.25,6' 3.75'',6' 2.5'',8' 5'',198.8,6' 10.5'',8.75,9.25,75.75,74.5,101.0,82.5,khyri thomas
sg,,gary__trent__2018,gary,,trent,2018.0,11.37,2.99,3.12,33.5,39.5,12.0,7.0,8.50,9.50,6' 5.75'',6' 4.25'',8' 2'',204.2,6' 8.75'',8.5,9.5,77.75,76.25,98.0,80.75,gary trent
sg,,allonzo__trier__2018,allonzo,,trier,2018.0,11.02,2.97,3.14,32.0,40.0,11.0,4.95,8.25,10.50,6' 5.25'',6' 3.75'',8' 2'',198.0,6' 6.75'',8.25,10.5,77.25,75.75,98.0,78.75,allonzo trier
c-pf,,moritz__wagner__2018,moritz,,wagner,2018.0,11.48,3.07,3.18,27.0,34.0,8.0,6.75,9.00,10.75,6' 11.5'',6' 10.5'',9' 0'',241.4,7' 0'',9.0,10.75,83.5,82.5,108.0,84.0,moritz wagner
sg,,lonnie__walker__2018,lonnie,,walker,2018.0,10.87,2.91,3.06,31.5,40.0,12.0,5.65,9.00,9.50,6' 4.5'',6' 3.75'',8' 3.5'',196.2,6' 10.25'',9.0,9.5,76.5,75.75,99.5,82.25,lonnie walker
pf,,pj__washington__2018,pj,,washington,2018.0,11.39,3.43,3.2,27.0,34.0,3.0,6.85,9.00,10.25,6' 8'',6' 6.5'',8' 11'',223.0,7' 2.5'',9.0,10.25,80.0,78.5,107.0,86.5,pj washington
c,,austin__wiley__2018,austin,,wiley,2018.0,12.79,3.27,3.3,28.0,33.5,14.0,5.0,9.75,10.25,6' 10'',6' 8.25'',9' 3'',249.4,7' 5'',9.75,10.25,82.0,80.25,111.0,89.0,austin wiley
sf,,kris__wilkes__2018,kris,,wilkes,2018.0,11.29,3.16,3.24,28.0,35.5,1.0,5.15,8.75,9.25,6' 7.5'',6' 6.5'',8' 7.5'',205.0,6' 10.25'',8.75,9.25,79.5,78.5,103.5,82.25,kris wilkes
sf,,kenrich__williams__2018,kenrich,,williams,2018.0,10.86,3.28,3.19,28.0,33.0,14.0,5.95,8.50,9.75,6' 7.5'',6' 6'',8' 7.5'',200.4,6' 7.25'',8.5,9.75,79.5,78.0,103.5,79.25,kenrich williams
pg,,trae__young__2018,trae,,young,2018.0,,,,,,,5.35,8.00,9.25,6' 1.75'',6' 0.5'',7' 11.5'',177.8,6' 3'',8.0,9.25,73.75,72.5,95.5,75.0,trae young
pf-c,,edrice__adebayo__2017,edrice,,adebayo,2017.0,11.94,3.24,3.24,33.5,38.5,12.0,5.2,9.50,8.75,6' 9.75'',6' 8.75'',9' 0'',242.6,7' 2.75'',9.5,8.75,81.75,80.75,108.0,86.75,edrice adebayo
sg-sf,,rawle__alkins__2017,rawle,,alkins,2017.0,11.99,3.18,3.3,31.5,40.5,7.0,11.0,8.75,10.00,6' 3.75'',6' 2.5'',8' 3'',222.6,6' 8.75'',8.75,10.0,75.75,74.5,99.0,80.75,rawle alkins
c,,jarrett__allen__2017,jarrett,,allen,2017.0,11.82,3.0,3.21,31.5,35.5,4.0,7.4,9.50,10.50,6' 10.25'',6' 9'',9' 1.5'',233.6,7' 5.25'',9.5,10.5,82.25,81.0,109.5,89.25,jarrett allen
pg,,kadeem__allen__2017,kadeem,,allen,2017.0,11.24,2.98,3.15,33.0,35.5,7.0,6.4,8.50,8.75,6' 2.25'',6' 1'',8' 3.5'',192.4,6' 9.25'',8.5,8.75,74.25,73.0,99.5,81.25,kadeem allen
c,,ike__anigbogu__2017,ike,,anigbogu,2017.0,12.52,3.48,3.44,29.5,32.5,11.0,5.4,9.50,10.00,6' 9.75'',6' 8.5'',9' 2.5'',252.2,7' 6.25'',9.5,10.0,81.75,80.5,110.5,90.25,ike anigbogu
sf,,og__anunoby__2017,og,,anunoby,2017.0,,,,,,,6.8,9.25,9.50,6' 7.75'',6' 6.25'',8' 11.5'',232.4,7' 2.25'',9.25,9.5,79.75,78.25,107.5,86.25,og anunoby
sg-sf,,jamel__artis__2017,jamel,,artis,2017.0,11.62,3.08,3.44,23.5,31.0,5.0,11.9,9.25,9.75,6' 6.75'',6' 5.5'',8' 9'',213.2,6' 10'',9.25,9.75,78.75,77.5,105.0,82.0,jamel artis
sg-sf,,dwayne__bacon__2017,dwayne,,bacon,2017.0,11.7,3.22,3.22,30.0,36.5,8.0,7.9,8.75,10.00,6' 6.25'',6' 4.75'',8' 7.5'',221.6,6' 10'',8.75,10.0,78.25,76.75,103.5,82.0,dwayne bacon
sg-sf,,vj__beachem__2017,vj,,beachem,2017.0,11.18,3.19,3.26,30.0,37.0,11.0,6.8,8.50,9.00,6' 8'',6' 6.25'',8' 8.5'',193.4,6' 10.25'',8.5,9.0,80.0,78.25,104.5,82.25,vj beachem
pf,,jordan__bell__2017,jordan,,bell,2017.0,10.63,2.83,3.21,31.5,38.0,16.0,5.4,9.25,9.50,6' 8.5'',6' 7'',8' 8.5'',223.6,6' 11.75'',9.25,9.5,80.5,79.0,104.5,83.75,jordan bell
sf,,jaron__blossomgame__2017,jaron,,blossomgame,2017.0,11.47,3.35,3.17,31.0,35.5,16.0,5.7,8.75,10.25,6' 6.75'',6' 5.75'',8' 8.5'',218.6,6' 10'',8.75,10.25,78.75,77.75,104.5,82.0,jaron blossomgame
pf,,chris__boucher__2017,chris,,boucher,2017.0,,,,,,,5.4,9.25,10.50,6' 9.5'',6' 8'',9' 2.5'',182.2,7' 4'',9.25,10.5,81.5,80.0,110.5,88.0,chris boucher
c,,tony__bradley__2017,tony,,bradley,2017.0,11.79,2.99,3.44,24.5,27.5,5.0,12.0,9.50,9.50,6' 10.75'',6' 9.25'',9' 4.5'',248.8,7' 5'',9.5,9.5,82.75,81.25,112.5,89.0,tony bradley
pg,,isaiah__briscoe__2017,isaiah,,briscoe,2017.0,10.95,2.85,3.38,28.0,33.5,11.0,11.0,9.00,9.25,6' 2.75'',6' 1.25'',8' 3.5'',222.4,6' 9'',9.0,9.25,74.75,73.25,99.5,81.0,isaiah briscoe
sg-sf,,dillon__brooks__2017,dillon,,brooks,2017.0,11.14,3.24,3.21,31.0,37.5,16.0,7.5,8.25,9.25,6' 6'',6' 5'',8' 4.5'',220.2,6' 6'',8.25,9.25,78.0,77.0,100.5,78.0,dillon brooks
pf-c,,thomas__bryant__2017,thomas,,bryant,2017.0,11.42,3.12,3.37,25.5,33.0,7.0,9.4,9.50,10.25,6' 10.75'',6' 9.5'',9' 4.5'',247.8,7' 6'',9.5,10.25,82.75,81.5,112.5,90.0,thomas bryant
pf-c,,zach__collins__2017,zach,,collins,2017.0,,,,,,,8.9,8.75,9.25,7' 0'',6' 10.25'',9' 3'',232.2,7' 1'',8.75,9.25,84.0,82.25,111.0,85.0,zach collins
pf,,john__collins__2017,john,,collins,2017.0,11.66,3.27,3.27,33.0,37.5,15.0,5.4,9.00,10.00,6' 9.5'',6' 8.25'',8' 10.5'',225.2,6' 11.25'',9.0,10.0,81.5,80.25,106.5,83.25,john collins
sg-sf,,hamidou__diallo__2017,hamidou,,diallo,2017.0,10.88,2.79,3.11,34.5,44.5,,5.2,8.50,9.50,6' 5'',6' 3.75'',8' 5.5'',197.4,6' 11.25'',8.5,9.5,77.0,75.75,101.5,83.25,hamidou diallo
sg,,tyler__dorsey__2017,tyler,,dorsey,2017.0,10.55,2.98,3.16,30.5,36.0,8.0,4.7,8.50,9.25,6' 4.5'',6' 3'',8' 3.5'',182.6,6' 5.25'',8.5,9.25,76.5,75.0,99.5,77.25,tyler dorsey
sg-sf,,damyean__dotson__2017,damyean,,dotson,2017.0,11.18,3.03,3.13,31.5,38.0,13.0,5.3,8.50,9.25,6' 5.5'',6' 4.5'',8' 4'',205.2,6' 9'',8.5,9.25,77.5,76.5,100.0,81.0,damyean dotson
sg,,pj__dozier__2017,pj,,dozier,2017.0,10.84,2.98,3.15,34.0,39.0,9.0,6.1,8.50,9.50,6' 6.75'',6' 5.25'',8' 5'',200.6,6' 11'',8.5,9.5,78.75,77.25,101.0,83.0,pj dozier
pg,,jawun__evans__2017,jawun,,evans,2017.0,11.34,3.26,3.21,27.5,33.5,1.0,9.1,8.00,7.75,5' 11.5'',5' 10.75'',7' 11'',185.2,6' 5.5'',8.0,7.75,71.5,70.75,95.0,77.5,jawun evans
sg-sf,,terrance__ferguson__2017,terrance,,ferguson,2017.0,11.16,3.22,3.32,28.5,38.0,,5.8,8.50,10.00,6' 7'',6' 5.5'',8' 7'',184.4,6' 8.75'',8.5,10.0,79.0,77.5,103.0,80.75,terrance ferguson
pg,,deaaron__fox__2017,deaaron,,fox,2017.0,,,,,,,4.5,8.50,8.50,6' 3.25'',6' 2'',8' 4'',169.6,6' 6.5'',8.5,8.5,75.25,74.0,100.0,78.5,deaaron fox
pg,,markelle__fultz__2017,markelle,,fultz,2017.0,,,,,,,,-,-,,,,,,,,,,,,markelle fultz
pf,,harry__giles__2017,harry,,giles,2017.0,11.08,3.0,3.34,27.0,32.5,5.0,5.2,9.50,10.75,6' 10.5'',6' 9.25'',9' 1.5'',232.0,7' 3.25'',9.5,10.75,82.5,81.25,109.5,87.25,harry giles
sg-sf,,josh__hart__2017,josh,,hart,2017.0,11.15,3.02,3.18,27.5,35.5,9.0,5.8,8.50,9.50,6' 5'',6' 3.75'',8' 5'',209.2,6' 8.25'',8.5,9.5,77.0,75.75,101.0,80.25,josh hart
pf,,nigel__hayes__2017,nigel,,hayes,2017.0,11.81,2.94,3.27,29.0,33.5,16.0,11.5,8.75,10.00,6' 7.5'',6' 6.25'',8' 8.5'',254.2,7' 3.25'',8.75,10.0,79.5,78.25,104.5,87.25,nigel hayes
pf,,isaiah__hicks__2017,isaiah,,hicks,2017.0,12.31,3.31,3.36,31.5,37.0,11.0,7.7,8.75,9.75,6' 8.5'',6' 7.25'',8' 9'',233.4,7' 0.5'',8.75,9.75,80.5,79.25,105.0,84.5,isaiah hicks
sg-sf,,wesley__iwundu__2017,wesley,,iwundu,2017.0,11.25,3.23,3.36,31.5,36.0,5.0,4.0,8.75,9.50,6' 6.75'',6' 5.5'',8' 9.5'',193.4,7' 1'',8.75,9.5,78.75,77.5,105.5,85.0,wesley iwundu
pg,,frank__jackson__2017,frank,,jackson,2017.0,10.94,2.7,3.14,34.5,42.0,9.0,6.7,8.25,9.00,6' 3.5'',6' 2'',8' 2'',201.6,6' 7.5'',8.25,9.0,75.5,74.0,98.0,79.5,frank jackson
sf,,justin_jackson_umd__2017,justin,jackson,umd,2017.0,11.78,3.08,3.43,26.5,31.5,,7.1,9.00,9.50,6' 7'',6' 5.75'',8' 11'',219.4,7' 3.25'',9.0,9.5,79.0,77.75,107.0,87.25,justin jackson umd
sf,,justin_jackson_unc__2017,justin,jackson,unc,2017.0,10.8,3.06,3.3,29.5,35.5,,8.1,8.75,9.25,6' 8.25'',6' 7'',8' 8.5'',200.8,6' 11'',8.75,9.25,80.25,79.0,104.5,83.0,justin jackson unc
sg-sf,,peter__jok__2017,peter,,jok,2017.0,11.34,2.93,3.41,26.5,31.0,,11.0,8.25,9.50,6' 5.75'',6' 4.25'',8' 6'',202.4,6' 8'',8.25,9.5,77.75,76.25,102.0,80.0,peter jok
sg-sf,,luke__kennard__2017,luke,,kennard,2017.0,,,,,,,6.6,8.00,8.75,6' 5.5'',6' 4.5'',8' 2.5'',196.2,6' 5.25'',8.0,8.75,77.5,76.5,98.5,77.25,luke kennard
sf-sg,,kyle__kuzma__2017,kyle,,kuzma,2017.0,10.72,2.98,3.25,27.0,34.0,12.0,9.4,8.50,9.50,6' 9.5'',6' 8'',8' 11.5'',222.6,7' 0.25'',8.5,9.5,81.5,80.0,107.5,84.25,kyle kuzma
pf,,tj__leaf__2017,tj,,leaf,2017.0,11.55,3.27,3.27,29.0,34.5,6.0,6.8,8.50,9.50,6' 9.75'',6' 8.75'',8' 11'',222.2,6' 11'',8.5,9.5,81.75,80.75,107.0,83.0,tj leaf
pf,,tyler__lydon__2017,tyler,,lydon,2017.0,11.68,2.81,3.46,29.5,33.5,1.0,13.6,8.75,8.75,6' 9.5'',6' 8.25'',8' 11.5'',215.0,7' 0'',8.75,8.75,81.5,80.25,107.5,84.0,tyler lydon
pg,iii,frank__mason_iii_2017,frank,,mason,2017.0,11.41,3.09,3.18,34.0,41.0,15.0,4.3,8.00,9.25,6' 0'',5' 11'',7' 10'',188.8,6' 3.25'',8.0,9.25,72.0,71.0,94.0,75.25,frank mason iii
c,,kennedy__meeks__2017,kennedy,,meeks,2017.0,12.91,3.35,3.5,28.0,30.5,15.0,11.5,8.75,8.75,6' 10.25'',6' 8.75'',8' 10'',276.6,7' 1'',8.75,8.75,82.25,80.75,106.0,85.0,kennedy meeks
sg,,donovan__mitchell__2017,donovan,,mitchell,2017.0,11.53,3.07,3.01,36.5,40.5,10.0,5.9,8.50,9.50,6' 3'',6' 1.25'',8' 1'',211.4,6' 10'',8.5,9.5,75.0,73.25,97.0,82.0,donovan mitchell
pg,,monte__morris__2017,monte,,morris,2017.0,11.0,3.2,3.19,28.0,33.5,8.0,6.9,8.25,8.75,6' 2.5'',6' 1.25'',8' 0.5'',175.2,6' 4'',8.25,8.75,74.5,73.25,96.5,76.0,monte morris
pf,,johnathan__motley__2017,johnathan,,motley,2017.0,,,,,,,,9.00,9.50,6' 8.75'',6' 7.75'',9' 0'',238.2,7' 4'',9.0,9.5,80.75,79.75,108.0,88.0,johnathan motley
sg-sf,,svi__mykhailiuk__2017,svi,,mykhailiuk,2017.0,12.4,3.25,3.53,27.0,33.0,8.0,11.4,8.00,9.25,6' 7.5'',6' 6.5'',8' 4'',219.6,6' 5'',8.0,9.25,79.5,78.5,100.0,77.0,svi mykhailiuk
sf-sg,,semi__ojeleye__2017,semi,,ojeleye,2017.0,10.58,3.07,3.16,35.0,40.5,19.0,5.5,8.75,9.50,6' 6.75'',6' 5.25'',8' 6'',241.4,6' 9.75'',8.75,9.5,78.75,77.25,102.0,81.75,semi ojeleye
pf,,cameron__oliver__2017,cameron,,oliver,2017.0,12.17,3.31,3.16,28.0,39.5,5.0,7.7,9.50,10.25,6' 8.25'',6' 7'',8' 10.5'',238.6,7' 1.25'',9.5,10.25,80.25,79.0,106.5,85.25,cameron oliver
c,,justin__patton__2017,justin,,patton,2017.0,11.8,3.31,3.46,26.0,30.5,,7.8,8.75,9.75,6' 11.25'',6' 10'',9' 3.5'',229.0,7' 3'',8.75,9.75,83.25,82.0,111.5,87.0,justin patton
pf,,alec__peters__2017,alec,,peters,2017.0,,,,,,,8.8,8.75,10.00,6' 8.75'',6' 7.25'',8' 9'',232.0,6' 10.75'',8.75,10.0,80.75,79.25,105.0,82.75,alec peters
pf,,ivan__rabb__2017,ivan,,rabb,2017.0,12.68,3.23,3.35,28.5,32.5,3.0,6.8,8.75,9.00,6' 10'',6' 8.75'',9' 1'',219.6,7' 1.5'',8.75,9.0,82.0,80.75,109.0,85.5,ivan rabb
sg-sf,,davon__reed__2017,davon,,reed,2017.0,11.37,3.21,3.34,28.5,36.0,12.0,6.5,9.25,9.50,6' 5.5'',6' 4.5'',8' 6'',206.2,7' 0'',9.25,9.5,77.5,76.5,102.0,84.0,davon reed
sf,,devin__robinson__2017,devin,,robinson,2017.0,12.85,3.61,3.23,35.5,41.5,10.0,3.2,9.25,10.25,6' 8.25'',6' 7'',8' 10'',189.6,7' 0.75'',9.25,10.25,80.25,79.0,106.0,84.75,devin robinson
pg,,kobi__simmons__2017,kobi,,simmons,2017.0,11.15,2.98,3.18,30.5,38.5,3.0,5.0,8.50,9.50,6' 4.5'',6' 3.25'',8' 3'',166.2,6' 6'',8.5,9.5,76.5,75.25,99.0,78.0,kobi simmons
pg,,edmond__sumner__2017,edmond,,sumner,2017.0,,,,,,,8.3,8.25,9.00,6' 5.75'',6' 4'',8' 6.5'',176.4,6' 9'',8.25,9.0,77.75,76.0,102.5,81.0,edmond sumner
pf,,caleb__swanigan__2017,caleb,,swanigan,2017.0,,,,,,,,9.50,10.25,6' 8.5'',6' 7.5'',9' 0'',245.6,7' 3'',9.5,10.25,80.5,79.5,108.0,87.0,caleb swanigan
sg-sf,,sindarius__thornwell__2017,sindarius,,thornwell,2017.0,11.48,3.03,3.36,27.0,30.5,15.0,7.8,8.75,8.75,6' 4.75'',6' 3.5'',8' 7'',211.6,6' 10'',8.75,8.75,76.75,75.5,103.0,82.0,sindarius thornwell
pg,,melo__trimble__2017,melo,,trimble,2017.0,10.75,2.92,3.27,24.5,32.0,6.0,10.6,8.00,8.75,6' 2.5'',6' 1.25'',7' 11.5'',195.2,6' 2'',8.0,8.75,74.5,73.25,95.5,74.0,melo trimble
pf,,moritz__wagner__2017,moritz,,wagner,2017.0,12.0,2.98,3.35,25.5,32.5,,6.7,8.75,10.75,6' 11.25'',6' 10'',9' 0'',231.2,7' 0'',8.75,10.75,83.25,82.0,108.0,84.0,moritz wagner
pg,jr,derrick__walton_jr_2017,derrick,,walton,2017.0,11.28,3.12,3.29,26.0,32.5,9.0,5.8,8.00,8.50,6' 0.75'',5' 11'',7' 11'',188.6,6' 2.5'',8.0,8.5,72.75,71.0,95.0,74.5,derrick walton jr
pf-c,,thomas__welsh__2017,thomas,,welsh,2017.0,,,,,,11.0,10.9,9.00,10.50,7' 0.5'',6' 11.5'',9' 1.5'',254.0,7' 0'',9.0,10.5,84.5,83.5,109.5,84.0,thomas welsh
pg,,derrick__white__2017,derrick,,white,2017.0,10.84,2.92,3.08,31.0,36.5,10.0,6.2,8.25,8.50,6' 4.5'',6' 3.25'',8' 5.5'',189.8,6' 7.5'',8.25,8.5,76.5,75.25,101.5,79.5,derrick white
pg,,nigel__williams-goss__2017,nigel,,williams-goss,2017.0,10.42,3.08,3.19,27.5,34.5,10.0,5.6,8.75,9.25,6' 3'',6' 1.5'',8' 3'',190.2,6' 7.25'',8.75,9.25,75.0,73.5,99.0,79.25,nigel williams-goss
pf,,dj__wilson__2017,dj,,wilson,2017.0,,,,,,,6.4,9.25,10.25,6' 10.5'',6' 8.75'',9' 1.5'',234.4,7' 3'',9.25,10.25,82.5,80.75,109.5,87.0,dj wilson
c,,omer__yurtseven__2017,omer,,yurtseven,2017.0,12.85,3.3,3.45,26.0,31.5,6.0,7.6,9.00,10.50,6' 11.75'',6' 10.5'',9' 0.5'',248.4,7' 1'',9.0,10.5,83.75,82.5,108.5,85.0,omer yurtseven
sg,,ron__baker__2016,ron,,baker,2016.0,10.77,2.96,3.45,30.0,35.5,,7.85,8.75,9.50,6' 4.25'',6' 3.25'',8' 1.5'',212.4,6' 9.75'',8.75,9.5,76.25,75.25,97.5,81.75,ron baker
pg,iv,wade__baldwin_iv_2016,wade,,baldwin,2016.0,10.45,3.01,3.19,32.5,38.0,,5.2,9.00,9.75,6' 4'',6' 2.5'',8' 4'',201.8,6' 11.25'',9.0,9.75,76.0,74.5,100.0,83.25,wade baldwin iv
pg,,cat__barber__2016,cat,,barber,2016.0,,,,,,,4.5,8.00,8.50,6' 2.75'',6' 1.5'',7' 11.5'',173.0,6' 5.5'',8.0,8.5,74.75,73.5,95.5,77.5,cat barber
sg,,malik__beasley__2016,malik,,beasley,2016.0,,,,,,,6.9,8.50,9.00,6' 4.5'',6' 3.5'',8' 4.5'',189.8,6' 7'',8.5,9.0,76.5,75.5,100.5,79.0,malik beasley
sg-sf,,deandre__bembry__2016,deandre,,bembry,2016.0,10.9,2.87,3.17,32.0,38.0,,7.0,8.00,9.25,6' 5.75'',6' 4.25'',8' 5'',206.6,6' 9.25'',8.0,9.25,77.75,76.25,101.0,81.25,deandre bembry
pf,,ben__bentil__2016,ben,,bentil,2016.0,11.16,3.1,3.3,29.0,33.0,,9.7,9.50,10.00,6' 8.25'',6' 7.25'',8' 9'',229.2,7' 1.5'',9.5,10.0,80.25,79.25,105.0,85.5,ben bentil
sf,,jaron__blossomgame__2016,jaron,,blossomgame,2016.0,11.53,3.26,3.2,35.0,41.0,,5.25,8.50,10.00,6' 7.25'',6' 6.25'',8' 6'',213.6,6' 10'',8.5,10.0,79.25,78.25,102.0,82.0,jaron blossomgame
pf,,joel__bolomboy__2016,joel,,bolomboy,2016.0,10.26,2.86,3.17,37.5,40.5,,5.15,9.00,10.25,6' 9'',6' 7.5'',8' 7.5'',224.4,7' 1.75'',9.0,10.25,81.0,79.5,103.5,85.75,joel bolomboy
sg,,malcolm__brogdon__2016,malcolm,,brogdon,2016.0,10.77,2.64,3.31,30.5,35.5,,5.4,9.00,10.25,6' 5.5'',6' 3.75'',8' 2'',223.0,6' 10.5'',9.0,10.25,77.5,75.75,98.0,82.5,malcolm brogdon
sg-sf,,jaylen__brown__2016,jaylen,,brown,2016.0,,,,,,,5.05,8.75,9.00,6' 6.75'',6' 5.25'',8' 6.5'',222.8,6' 11.75'',8.75,9.0,78.75,77.25,102.5,83.75,jaylen brown
pf,,marquese__chriss__2016,marquese,,chriss,2016.0,11.93,3.05,3.26,32.5,38.5,,8.5,9.00,9.00,6' 10'',6' 8.75'',8' 9'',233.0,7' 0.25'',9.0,9.0,82.0,80.75,105.0,84.25,marquese chriss
sf,,elgin__cook__2016,elgin,,cook,2016.0,,,,,,,6.35,8.50,10.25,6' 6.25'',6' 5'',8' 4.5'',209.8,6' 10'',8.5,10.25,78.25,77.0,100.5,82.0,elgin cook
pg,,isaiah__cousins__2016,isaiah,,cousins,2016.0,10.79,2.97,3.24,30.5,37.0,,4.8,8.25,8.75,6' 4.5'',6' 3.25'',8' 2.5'',194.0,6' 6.25'',8.25,8.75,76.5,75.25,98.5,78.25,isaiah cousins
pf,,deyonta__davis__2016,deyonta,,davis,2016.0,,,,,,,9.7,9.00,9.25,6' 10.5'',6' 9.25'',9' 0.5'',237.2,7' 2.5'',9.0,9.25,82.5,81.25,108.5,86.5,deyonta davis
pf,,cheick__diallo__2016,cheick,,diallo,2016.0,11.24,3.3,3.26,31.0,35.0,,5.6,8.50,9.75,6' 9'',6' 7.5'',8' 11.5'',218.6,7' 4.5'',8.5,9.75,81.0,79.5,107.5,88.5,cheick diallo
pg,,kris__dunn__2016,kris,,dunn,2016.0,,,,,,,,-,-,6' 4.25'',6' 3'',8' 4'',,6' 9.5'',,,76.25,75.0,100.0,81.5,kris dunn
pf,,henry__ellenson__2016,henry,,ellenson,2016.0,,,,,,,11.2,8.50,9.75,6' 11.5'',6' 10'',9' 0'',242.0,7' 2.25'',8.5,9.75,83.5,82.0,108.0,86.25,henry ellenson
pf,,perry__ellis__2016,perry,,ellis,2016.0,10.73,3.03,3.13,32.0,38.0,,4.6,8.00,8.50,6' 8.25'',6' 7'',8' 6'',217.8,6' 10.25'',8.0,8.5,80.25,79.0,102.0,82.25,perry ellis
pg,,kay__felder__2016,kay,,felder,2016.0,11.52,2.9,3.15,35.5,44.0,,5.8,8.25,8.50,5' 9.5'',5' 8.25'',7' 4.5'',177.2,6' 2.5'',8.25,8.5,69.5,68.25,88.5,74.5,kay felder
sf,,dorian__finney-smith__2016,dorian,,finney-smith,2016.0,11.01,3.04,3.27,32.5,35.5,,6.45,9.00,9.75,6' 7.75'',6' 6.5'',8' 9.5'',212.6,6' 11.75'',9.0,9.75,79.75,78.5,105.5,83.75,dorian finney-smith
sg,,michael__gbinije__2016,michael,,gbinije,2016.0,11.0,3.19,3.12,33.5,37.5,,5.4,8.00,9.00,6' 6.75'',6' 5.5'',8' 5'',204.6,6' 7.5'',8.0,9.0,78.75,77.5,101.0,79.5,michael gbinije
sg-sf,,daniel__hamilton__2016,daniel,,hamilton,2016.0,11.48,3.2,3.4,26.0,29.0,,5.95,9.00,8.50,6' 8'',6' 6.25'',8' 7.5'',197.0,6' 9'',9.0,8.5,80.0,78.25,103.5,81.0,daniel hamilton
sg,,josh__hart__2016,josh,,hart,2016.0,11.15,3.15,3.2,29.5,38.5,,5.75,8.50,9.25,6' 5.5'',6' 4'',8' 3.5'',203.6,6' 8.5'',8.5,9.25,77.5,76.0,99.5,80.5,josh hart
sf-pf,,nigel__hayes__2016,nigel,,hayes,2016.0,12.11,2.9,3.2,25.5,28.5,,10.9,8.50,9.50,6' 7.25'',6' 6.25'',8' 11.5'',245.0,7' 3'',8.5,9.5,79.25,78.25,107.5,87.0,nigel hayes
sg,,buddy__hield__2016,buddy,,hield,2016.0,,,,,,,6.1,8.50,9.00,6' 5'',6' 3.75'',8' 5'',212.4,6' 9.25'',8.5,9.0,77.0,75.75,101.0,81.25,buddy hield
sf,,justin__jackson__2016,justin,,jackson,2016.0,11.32,2.96,3.26,29.5,34.5,,7.6,8.75,8.75,6' 8.25'',6' 7'',8' 7.5'',193.4,6' 10.75'',8.75,8.75,80.25,79.0,103.5,82.75,justin jackson
pg,,demetrius__jackson__2016,demetrius,,jackson,2016.0,10.81,2.87,3.25,37.5,43.5,,6.5,8.25,9.00,6' 1.25'',6' 0'',7' 9'',193.8,6' 5.5'',8.25,9.0,73.25,72.0,93.0,77.5,demetrius jackson
