position,height_w_shoes,height_wo_shoes,player_name,body_fat_pct,hand_length,hand_width,standing_reach,weight_lbs,wingspan,height_w_shoes_inches,height_wo_shoes_inches
PG,6' 0.25'',5' 11.5'',Raymond Felton,,,,98.0,199.4,76.25,72.25,71.5
SG,6' 6'',6' 4.75'',Rudy Fernandez,,,,101.5,172.0,79.5,78.0,76.75
C-PF,6' 10.5'',6' 9.25'',D'Or Fischer,,,,110.5,242.4,90.0,82.5,81.25
C-PF,6' 11.25'',6' 10.25'',Eddy Fobbs,,,,111.5,235.2,90.75,83.25,82.25
PF,6' 8.25'',6' 7.25'',Sharrod Ford,,,,106.0,212.8,85.5,80.25,79.25
PF-C,6' 10.5'',6' 9.5'',Channing Frye,,,,110.5,243.6,86.5,82.5,81.5
PF-C,6' 9.25'',6' 7.75'',Deng Gai,,,,110.5,214.0,88.5,81.25,79.75
SF-SG,6' 7'',6' 5.75'',Francisco Garcia,,,,103.0,189.6,82.75,79.0,77.75
PG,6' 2.5'',6' 1.25'',John Gilchrist,,,,96.5,195.2,81.25,74.5,73.25
PF-C,7' 0'',6' 11'',Marcin Gortat,,,,110.0,225.2,87.5,84.0,83.0
SF,6' 6.5'',6' 5.25'',Joey Graham,,,,104.0,216.6,80.0,78.5,77.25
,6' 8.5'',6' 7.5'',Danny Granger,,,,103.0,225.4,85.5,80.5,79.5
SF,6' 7.25'',6' 6'',Gerald Green,,,,104.0,192.0,81.75,79.25,78.0
SF-PF,6' 6.75'',6' 5.5'',Charles Hayes,,,,104.5,232.4,82.0,78.75,77.5
PG-SG,6' 3'',6' 2'',Luther Head,,,,98.5,178.8,77.25,75.0,74.0
SG-SF,6' 7'',6' 6'',Julius Hodge,,,,107.5,202.2,84.5,79.0,78.0
C-PF,6' 8.75'',6' 7.75'',Jared Homan,,,,104.5,248.2,85.25,80.75,79.75
SF,6' 9'',6' 7.75'',Ersan Ilyasova,,,,109.5,208.8,85.25,81.0,79.75
PG,6' 3.5'',6' 2.5'',Jarrett Jack,,,,100.0,197.6,79.5,75.5,74.5
C-PF,6' 10'',6' 8.5'',Dwayne Jones,,,,108.5,242.2,86.75,82.0,80.5
SF-PF,6' 8.5'',6' 7.5'',Mindaugas Katelynas,,,,105.5,217.0,83.0,80.5,79.5
C-PF,6' 9.75'',6' 8.5'',Jason Klotz,,,,107.5,249.4,82.0,81.75,80.5
PG-SG,6' 0.75'',5' 11.5'',Carl Krauser,,,,98.5,193.4,77.5,72.75,71.5
SG-SF,6' 3.5'',6' 2.25'',Keith Langford,,,,101.0,203.2,81.0,75.5,74.25
PF,6' 9'',6' 7.75'',David Lee,,,,106.5,229.5,84.0,81.0,79.75
PF,6' 7.75'',6' 6.5'',David Lucas,,,,103.5,233.4,84.0,79.75,78.5
PG,5' 10.5'',5' 9.25'',John Lucas III,,,,92.0,154.4,72.0,70.5,69.25
SG-SF,6' 5.75'',6' 4.5'',Rawle Marshall,,,,104.0,186.6,85.0,77.75,76.5
PF,6' 6.25'',6' 5'',Jason Maxiell,,,,107.0,257.6,87.25,78.25,77.0
PF,6' 8.5'',6' 7'',Sean May,,,,105.0,258.8,85.25,80.5,79.0
SG,6' 4'',6' 2.75'',Rashad McCants,,,,103.5,201.0,82.75,76.0,74.75
PF,6' 6.75'',6' 5.5'',Ivan McFarlin,,,,105.5,228.6,81.0,78.75,77.5
PF-SF,6' 6.75'',6' 5.25'',Juan Mendez,,,,106.5,231.4,84.0,78.75,77.25
PG,6' 1.5'',6' 0'',Aaron Miles,,,,94.0,174.6,75.5,73.5,72.0
PF,6' 7.25'',6' 6'',Ellis Myles,,,,105.5,255.2,81.75,79.25,78.0
SG,6' 4.25'',6' 3'',Larry O'Bannon,,,,99.5,196.0,78.0,76.25,75.0
SF-PF,6' 11'',6' 9.5'',Drago Pasalic,,,,108.5,238.8,83.75,83.0,81.5
PG,6' 1'',5' 11.75'',Chris Paul,,,,93.0,178.0,76.25,73.0,71.75
PF,6' 10.25'',6' 9.25'',Kevin Pittsnogle,,,,106.0,259.2,82.5,82.25,81.25
SF-PF,6' 6.75'',6' 5.25'',Carlos Powell,,,,105.0,221.8,82.75,78.75,77.25
SF,6' 6'',6' 4.75'',Roger Powell,,,,104.0,218.6,83.5,78.0,76.75
PG,6' 2.25'',6' 0.75'',Ronnie Price,,,,96.5,184.8,77.5,74.25,72.75
PG,6' 2.5'',6' 0.75'',Anthony Roberson,,,,95.0,178.8,74.75,74.5,72.75
SG-SF,6' 6.5'',6' 5'',Brandon Rush,,,,104.5,211.4,83.25,78.5,77.0
C,7' 1.5'',6' 11.75'',Luke Schenscher,,,,111.5,241.6,89.0,85.5,83.75
PF,6' 9'',6' 7.25'',Wayne Simien,,,,107.0,255.8,84.0,81.0,79.25
SG-SF,6' 5'',6' 4'',Tre Simmons,,,,102.5,194.2,79.5,77.0,76.0
C-PF,6' 9.5'',6' 8'',David Simon,,,,108.0,258.8,87.5,81.5,80.0
PF,6' 9.5'',6' 8.5'',Chris Taft,,,,109.0,261.0,85.75,81.5,80.5
PG,6' 1'',5' 11.75'',Chris Thomas,,,,95.0,176.2,75.0,73.0,71.75
SF-SG,6' 4.5'',6' 3.25'',Omar Thomas,,,,102.0,200.0,80.0,76.5,75.25
SF-SG,6' 8'',6' 6.25'',Dijon Thompson,,,,105.5,195.8,81.75,80.0,78.25
PF,6' 9.25'',6' 8'',Ronny Turiaf,,,,106.5,237.8,85.5,81.25,80.0
PF-SF,6' 9.5'',6' 9'',Charlie Villanueva,,,,109.0,236.6,84.25,81.5,81.0
PF-SF,6' 8.5'',6' 7.25'',Hakim Warrick,,,,108.0,215.0,86.0,80.5,79.25
SF,6' 7.5'',6' 6'',Martell Webster,,,,106.0,229.6,83.0,79.5,78.0
PF-C,6' 9'',6' 8'',Robert Whaley,,,,108.0,269.4,86.0,81.0,80.0
PF-SF,6' 8.25'',6' 7'',Marvin Williams,,,,108.0,228.2,87.5,80.25,79.0
PG,6' 2.75'',6' 1.75'',Deron Williams,,,,98.0,202.4,78.25,74.75,73.75
SF,6' 8'',6' 7'',Jawad Williams,,,,106.5,218.0,85.25,80.0,79.0
SF-SG,6' 6.25'',6' 5.25'',Antoine Wright,,,,104.5,202.6,80.75,78.25,77.25
SG-PG,6' 2.5'',6' 1.25'',Bracey Wright,,,,100.5,186.8,82.0,74.5,73.25
SG,6' 4.25'',6' 3.5'',Tony Allen,6.7,,,102.0,214.0,81.0,76.25,75.5
SG-SF,6' 8.25'',6' 7'',Trevor Ariza,8.0,,,107.5,201.0,86.0,80.25,79.0
PG,5' 9.75'',5' 8.75'',Andre Barrett,6.7,,,92.0,171.0,73.0,69.75,68.75
PF,6' 7.25'',6' 6.25'',Brandon Bass,9.3,,,106.5,246.0,86.5,79.25,78.25
C,,,Andris Biedrins,9.3,,,,,,,
SG,6' 4'',6' 2.75'',Tony Bobbitt,7.3,,,100.0,185.0,79.0,76.0,74.75
SF-PF,6' 8.75'',6' 7.5'',Brian Boddicker,11.2,,,105.5,230.0,82.0,80.75,79.5
PG-SG,6' 1.75'',6' 0.5'',Tim Bowers,2.6,,,98.0,181.0,81.0,73.75,72.5
PF-C,6' 9.5'',6' 8'',Andre Brown,6.0,,,107.0,236.0,83.0,81.5,80.0
PG,6' 0.75'',6' 0'',Antonio Burks,9.9,,,96.5,191.0,78.5,72.75,72.0
C,6' 9.5'',6' 8'',Jackie Butler,16.3,,,109.0,263.0,85.5,81.5,80.0
PG,6' 1.25'',6' 0'',Aleksandar Capin,9.3,,,94.0,176.0,73.5,73.25,72.0
C,7' 2'',7' 0'',Ales Chan,14.8,,,113.0,255.0,87.0,86.0,84.0
SG-SF,6' 7.25'',6' 5.75'',Josh Childress,9.3,,,105.0,196.0,83.0,79.25,77.75
SF,6' 8.75'',6' 7.5'',TJ Cummings,6.7,,,106.5,215.0,81.5,80.75,79.5
SF-PF,6' 7.5'',6' 6.25'',Erik Daniels,18.5,,,106.0,223.0,83.0,79.5,78.25
SF,6' 8'',6' 7'',Luol Deng,6.7,,,108.5,220.0,84.5,80.0,79.0
C-PF,6' 11'',6' 9.5'',Marcus Douthit,13.7,,,111.5,223.0,88.0,83.0,81.5
PG,6' 1.25'',6' 0'',Chris Duhon,6.7,,,98.0,193.0,78.5,73.25,72.0
C,7' 1'',6' 11.25'',John Edwards,14.1,,,113.0,264.0,88.5,85.0,83.25
SG-SF,6' 4.5'',6' 3.5'',Andre Emmett,6.7,,,100.0,216.0,81.0,76.5,75.5
SG,6' 5.75'',6' 4.5'',Desmon Farmer,5.3,,,103.0,214.0,80.5,77.75,76.5
PG-SG,6' 1.75'',6' 0.5'',Luis Flores,6.0,,,98.5,202.0,79.5,73.75,72.5
SF-PF,6' 9.5'',6' 8.25'',Matt Freije,10.8,,,108.5,234.0,85.0,81.5,80.25
C-PF,6' 9.75'',6' 8.25'',Chris Garnett,14.8,,,108.0,260.0,85.0,81.75,80.25
SF-PF,6' 7.75'',6' 6.5'',Ryan Gomes,,,,106.5,248.0,86.0,79.75,78.5
PG-SG,6' 2.25'',6' 1'',Ben Gordon,5.3,,,99.0,192.0,80.5,74.25,73.0
PG,6' 3'',6' 1.75'',Devin Harris,5.3,,,98.5,170.0,79.5,75.0,73.75
PF-C,6' 10.25'',6' 9'',Dwight Howard,10.5,,,111.5,240.0,88.5,82.25,81.0
PF,6' 8.5'',6' 7.5'',Rolando Howell,11.7,,,107.0,229.0,84.5,80.5,79.5
PF,6' 9.5'',6' 8.25'',Kris Humphries,6.7,,,106.5,238.0,84.5,81.5,80.25
SG-SF,6' 6.75'',6' 5.75'',Andre Iguodala,6.7,,,105.5,217.0,83.0,78.75,77.75
C-PF,6' 9.75'',6' 8.5'',Martin Iti,10.5,,,111.5,233.0,89.0,81.75,80.5
SF-SG,6' 7'',6' 6'',Luke Jackson,8.0,,,103.0,212.0,80.5,79.0,78.0
PF-SF,6' 9.75'',6' 8.5'',Al Jefferson,10.5,,,110.0,263.0,86.5,81.75,80.5
PF-C,6' 8.5'',6' 7'',Arthur Johnson,16.3,,,109.0,262.0,87.0,80.5,79.0
PG,6' 2'',6' 1'',Ivan Koljevic,6.7,,,95.0,172.0,74.5,74.0,73.0
SF-PF,6' 8.5'',6' 7.5'',Herve Lamizana,6.7,,,107.0,210.0,85.5,80.5,79.5
PF-SF,6' 11.5'',6' 10.25'',Sergei Lishouk,10.5,,,109.5,244.0,84.0,83.5,82.25
PG-SG,6' 7.5'',6' 6.25'',Shaun Livingston,6.7,,,105.5,186.0,83.0,79.5,78.25
PF,6' 8.5'',6' 6.75'',Jaime Lloreda,9.9,,,107.0,247.0,81.5,80.5,78.75
SF-SG,6' 6.75'',6' 5.75'',Bryant Matthews,6.7,,,105.5,206.0,84.5,78.75,77.75
SF-PF,6' 8.5'',6' 6.75'',Marcus Melvin,10.5,,,105.5,241.0,84.0,80.5,78.75
PF-SF,6' 8.75'',6' 7.5'',Rich Melzer,12.4,,,107.0,229.0,86.0,80.75,79.5
PG-SG,6' 4.25'',6' 3.25'',Ricky Minard,8.0,,,101.5,198.0,79.0,76.25,75.25
PF-SF,6' 8'',6' 6.5'',James Moore,8.0,,,107.0,198.0,84.5,80.0,78.5
PG-SG,6' 5.25'',6' 4'',Marcus Moore,14.8,,,101.5,202.0,81.0,77.25,76.0
SG-SF,6' 4.75'',6' 3.75'',Michel Morandais,8.6,,,102.0,205.0,83.5,76.75,75.75
PG,6' 0.5'',5' 11'',Jameer Nelson,8.0,,,95.0,199.0,74.5,72.5,71.0
SG-PG,6' 4.75'',6' 3.5'',Misan Nikagbatse,12.9,,,102.0,223.0,82.0,76.75,75.5
C-PF,6' 10'',6' 8.75'',Emeka Okafor,5.3,,,110.5,257.0,88.0,82.0,80.75
PF-SF,6' 10.75'',6' 9'',Randall Orr,6.7,,,107.5,193.0,82.5,82.75,81.0
SF,6' 8.75'',6' 7.5'',Dylan Page,12.3,,,105.0,239.0,79.0,80.75,79.5
PF,6' 10.75'',6' 9.25'',Drago Pasalic,12.9,,,108.0,231.0,83.5,82.75,81.25
SG,6' 4'',6' 2.75'',Rickey Paulding,5.3,,,101.5,210.0,81.5,76.0,74.75
SG-PG,6' 3.25'',6' 2.25'',Kelvin Pena,8.6,,,99.5,182.0,78.5,75.25,74.25
PG-SG,6' 4.25'',6' 3'',Tim Pickett,6.0,,,100.5,207.0,79.5,76.25,75.0
PG,5' 11.25'',5' 9.75'',Omar Quintero,14.1,,,92.5,170.0,71.5,71.25,69.75
C,7' 3.25'',7' 1.75'',Peter Ramos,6.7,,,111.5,266.0,89.5,87.25,85.75
C-PF,6' 11.75'',6' 10'',Jared Reiner,12.9,,,109.0,246.0,84.5,83.75,82.0
PF,6' 9'',6' 7.5'',Lawrence Roberts,9.3,,,106.5,233.0,81.5,81.0,79.5
SG-SF,6' 6.5'',6' 5.25'',Bernard Robinson,6.0,,,102.0,208.0,82.0,78.5,77.25
PG,5' 9'',5' 7.75'',Nate Robinson,6.7,,,91.5,181.0,73.0,69.0,67.75
PF,6' 7.5'',6' 6.5'',Aerick Sanders,6.7,,,106.0,205.0,83.5,79.5,78.5
SG,6' 3.25'',6' 2'',Romain Sato,6.0,,,102.5,204.0,83.0,75.25,74.0
SF-PF,6' 10.5'',6' 9.25'',Blagota Sekulic,9.3,,,107.0,234.0,83.0,82.5,81.25
SG-SF,6' 8.25'',6' 7'',Josh Smith,6.7,,,106.5,221.0,84.0,80.25,79.0
SG-SF,6' 6.75'',6' 5.5'',J.R. Smith,6.7,,,104.0,227.0,82.0,78.75,77.5
SG-SF,6' 6.75'',6' 6'',Kirk Snyder,9.3,,,104.0,228.0,81.0,78.75,78.0
PF-C,6' 10'',6' 8.5'',Pape Sow,9.3,,,108.5,233.0,86.0,82.0,80.5
C-PF,6' 11.75'',6' 10.25'',Tiago Splitter,5.3,,,109.5,233.0,86.0,83.75,82.25
PG,,,Blake Stepp,8.0,,,,,,,
PF-C,6' 11.5'',6' 10.5'',Tom Timmerrmans,15.2,,,107.5,272.0,83.0,83.5,82.5
SG-PG,6' 7.75'',6' 6.5'',Marko Tomas,9.3,,,103.5,198.0,79.0,79.75,78.5
PG,6' 3.75'',6' 2.5'',Beno Udrih,9.3,,,98.0,199.0,76.5,75.75,74.5
PF-C,6' 10.75'',6' 9.25'',Jackson Vroman,6.7,,,105.5,226.0,84.0,82.75,81.25
PG-SG,6' 2.75'',6' 1.5'',Delonte West,6.7,,,99.5,183.0,78.0,74.75,73.5
SG-SF,6' 6'',6' 4.5'',Damien Wilkins,7.3,,,106.0,222.0,84.0,78.0,76.5
SF,6' 6.5'',6' 5.5'',Mike Williams,9.3,,,105.5,197.0,83.5,78.5,77.5
PF-SF,6' 10'',6' 8.5'',Nate Williams,12.4,,,109.5,240.0,85.5,82.0,80.5
PG,6' 1.75'',6' 0.5'',Rashad Wright,8.0,,,98.5,190.0,82.0,73.75,72.5
PF,,6' 6.75'',Aloysius Anagonye,10.5,,,106.0,257.0,86.5,,78.75
SF-PF,,6' 8.25'',Rick Anderson,9.9,,,106.5,216.0,83.0,,80.25
SF,,6' 6.25'',Carmelo Anthony,8.0,,,105.5,233.0,84.0,,78.25
SF-PF,,6' 9'',Jerome Beasley,9.9,,,107.0,237.0,84.5,,81.0
PG,,6' 0.25'',Troy Bell,5.3,,,97.5,178.0,77.0,,72.25
SF,,6' 6'',LaVell Blanchard,11.7,,,101.5,205.0,78.0,,78.0
SG,,6' 4.25'',Keith Bogans,8.0,,,101.0,213.0,81.25,,76.25
PF-SF,,6' 8.5'',Matt Bonner,13.6,,,105.5,242.0,80.75,,80.5
PF,,6' 10.25'',Chris Bosh,8.0,,,109.0,225.0,87.5,,82.25
PG-SG,,6' 1'',Jermaine Boyette,7.3,,,96.0,187.0,76.0,,73.0
PF-SF,,6' 9.75'',Souleymane Camara,9.9,,,109.0,211.0,86.25,,81.75
SG-SF,,6' 5'',Matt Carroll,6.7,,,98.5,207.0,78.5,,77.0
PF,,6' 8.75'',Nick Collison,17.0,,,108.0,255.0,85.5,,80.75
PF-SF,,6' 9.5'',Brian Cook,10.5,,,109.0,234.0,86.0,,81.5
PF-SF,,6' 8.25'',Joel Cornette,12.9,,,105.5,239.0,81.25,,80.25
SG-PG,,6' 5.25'',Marquis Daniels,4.0,,,103.5,198.0,82.0,,77.25
C-PF,,6' 10'',Aleksander Djuric,16.3,,,108.0,253.0,84.0,,82.0
SG,,6' 3.5'',Ruben Douglas,6.0,,,100.5,193.0,79.25,,75.5
SF-SG,,6' 6'',Ronald Dupree,6.7,,,101.0,209.0,80.25,,78.0
SG-PG,,6' 4'',Carl English,8.0,,,98.5,201.0,77.25,,76.0
SG,,6' 3.5'',Ebi Ere,14.1,,,102.0,210.0,82.5,,75.5
PF-C,,6' 8.5'',Marquis Estill,11.7,,,108.0,257.0,88.0,,80.5
PG,,5' 11'',T.J. Ford,6.7,,,93.5,162.0,71.5,,71.0
PG,,5' 9.75'',Jason Gardner,9.3,,,92.0,194.0,73.0,,69.75
SG-PG,,6' 2.5'',Willie Green,8.0,,,100.0,201.0,79.25,,74.5
PG-SG,,6' 3'',Justin Hamilton,8.0,,,103.0,217.0,83.0,,75.0
SG,,6' 4.5'',Travis Hansen,6.0,,,100.5,200.0,78.5,,76.5
C-PF,,6' 9.5'',Trevor Harvey,10.5,,,109.5,245.0,85.0,,81.5
PG,,6' 0.75'',Marcus Hatten,4.0,,,98.0,163.0,78.25,,72.75
PG-SG,,6' 2.75'',Kirk Hinrich,5.3,,,98.5,186.0,78.0,,74.75
PF,,6' 8.75'',Jerry Holman,6.0,,,109.5,232.0,87.25,,80.75
PF,,6' 7.25'',Sam Hoskin,,,,107.5,261.0,82.75,,79.25
SF-SG,,6' 5.25'',Josh Howard,6.0,,,105.5,202.0,86.0,,77.25
PF,,6' 6.5'',Brandon Hunter,8.0,,,105.5,266.0,86.75,,78.5
C-PF,,6' 8.5'',Sani Ibrahim,9.3,,,109.5,229.0,85.0,,80.5
PF-SF,,6' 9.5'',Michael Ignerski,10.5,,,107.0,232.0,82.75,,81.5
PF-C,,6' 7.75'',Robert Jackson,15.9,,,107.5,254.0,84.0,,79.75
SF-SG,,6' 7.25'',LeBron James,6.7,,,106.25,245.0,84.25,,79.25
SF-PF,,6' 10'',Britton Johnsen,7.3,,,107.5,212.0,82.75,,82.0
SF,,6' 7.25'',James Jones,6.7,,,107.5,218.0,86.5,,79.25
SG-SF,,6' 4.75'',Dahntay Jones,2.6,,,102.5,214.0,81.0,,76.75
C-PF,,6' 11.5'',Chris Kaman,16.3,,,110.5,252.0,83.75,,83.5
SG-SF,,6' 6.5'',Jason Kapono,11.7,,,102.0,215.0,78.5,,78.5
C-PF,,6' 9.75'',Jason Keep,8.6,,,106.5,270.0,84.5,,81.75
SG-PG,,6' 3.75'',Bernard King,12.9,,,98.5,200.0,77.5,,75.75
PG,,5' 11.75'',Brandin Knight,10.5,,,95.5,190.0,78.0,,71.75
SF,,6' 6.25'',Kyle Korver,6.7,,,102.5,211.0,81.5,,78.25
C-PF,,6' 8.25'',James Lang,21.4,,,110.0,316.0,90.25,,80.25
PF-C,,6' 9.5'',Donald Little,7.3,,,97.0,229.0,87.0,,81.5
C,,7' 0'',Chris Marcus,23.1,,,114.0,334.0,92.0,,84.0
PF-C,,6' 6.5'',Chris Massie,14.8,,,106.5,259.0,85.0,,78.5
C-PF,,6' 9.5'',Will McDonald,13.6,,,109.5,258.0,87.5,,81.5
PF,,6' 11.5'',Darko Milicic,8.0,,,111.5,250.0,89.0,,83.5
PF,,6' 8'',Jeff Newton,5.3,,,106.0,199.0,85.0,,80.0
PF-C,,6' 7.75'',Uche Nsonwu-Amadi,6.0,,,106.5,246.0,87.75,,79.75
SF,,6' 7.25'',Ugonna Okyekwe,4.3,,,109.0,228.0,87.0,,79.25
PG,,6' 0.75'',Marlon Parmer,9.3,,,97.0,184.0,75.5,,72.75
PF-SF,,6' 7'',Stephane Pelle,12.4,,,107.0,246.0,86.0,,79.0
SG-SF,,6' 5'',Kirk Penney,8.0,,,97.0,218.0,77.25,,77.0
C,,7' 3.5'',Pavel Podkolzin,16.3,,,116.0,303.0,89.75,,87.5
PF-SF,,6' 8'',Josh Powell,8.0,,,107.5,227.0,85.0,,80.0
PG-SG,,5' 11.5'',Hollis Price,7.3,,,94.5,165.0,76.5,,71.5
PG,,6' 1'',Luke Ridnour,5.3,,,95.5,167.0,75.0,,73.0
SG,,6' 4'',Joe Shipp,11.7,,,103.0,224.0,82.0,,76.0
SF-PF,,6' 6'',Ron Slay,16.3,,,103.5,236.0,82.0,,78.0
PF-SF,,6' 6.5'',Theron Smith,9.3,,,104.5,234.0,82.25,,78.5
PF-SF,,6' 9'',Tommy Smith,6.7,,,107.5,200.0,86.5,,81.0
C-PF,,6' 9.5'',Marvin Stone,17.4,,,109.5,261.0,87.5,,81.5
PF,,6' 7.25'',Michael Sweetney,14.1,,,107.5,262.0,85.0,,79.25
PG-SG,,6' 5.5'',Sasha Vujacic,14.1,,,101.0,193.0,77.5,,77.5
SG-SF,,6' 3.75'',Dwyane Wade,6.7,,,102.0,212.0,82.75,,75.75
PF,,6' 7.25'',Wayne Wallace,4.6,,,108.0,187.0,86.0,,79.25
SF-PF,,6' 7.75'',Luke Walton,9.3,,,104.0,235.0,80.5,,79.75
PF-SF,,6' 8.25'',David West,8.0,,,108.25,226.0,88.25,,80.25
PG-SG,,6' 0.75'',Mo Williams,6.7,,,98.5,189.0,77.5,,72.75
C-PF,,6' 10.25'',Wesley Wilson,12.4,,,110.5,257.0,87.0,,82.25
SF-PF,,6' 5.75'',Doug Wrenn,7.3,,,100.5,220.0,91.5,,77.75
PG,,6' 1'',Derrick Zimmerman,5.3,,,8.0,190.0,81.0,,73.0
PF,,6' 9.25'',Nene,,,,109.0,253.0,88.5,,81.25
PF-C,,6' 10'',Robert Archibald,,,,109.5,250.0,83.75,,82.0
PG,,5' 11.75'',Maurice Baker,,,,96.0,178.0,76.0,,71.75
SF,,6' 6.75'',Matt Barnes,,,,96.5,226.0,81.0,,78.75
SF-SG,,6' 6.5'',Lubos Barton,,,,107.0,221.0,84.0,,78.5
PF-C,,6' 6.25'',Lonny Baxter,,,,107.5,264.0,85.5,,78.25
SF-PF,,6' 8.25'',Lee Benson,,,,109.0,217.0,85.75,,80.25
PF,,6' 7.75'',Carlos Boozer,,,,108.5,258.0,86.25,,79.75
C,,6' 10.75'',Curtis Borchardt,,,,112.0,238.0,86.5,,82.75
SG-PG,,6' 1.25'',J.R. Bremer,,,,96.0,188.0,74.25,,73.25
PG-SG,,6' 2.5'',Brian Brown,,,,99.0,194.0,79.0,,74.5
PF,,6' 9'',Sylvere Bryan,,,,109.5,226.0,88.5,,81.0
C,,6' 10'',Chris Burgess,,,,109.0,246.0,83.5,,82.0
SF-SG,,6' 5.25'',Caron Butler,,,,103.5,222.0,83.5,,77.25
SF,,6' 6.75'',Rasual Butler,,,,105.5,198.0,84.0,,78.75
PG-SG,,6' 0'',Mire Chatman,,,,98.0,174.0,78.0,,72.0
C,,7' 0.75'',Chris Christoffersen,,,,109.0,291.0,87.5,,84.75
SG-SF,,6' 5.5'',Lenny Cooke,,,,107.0,214.0,85.0,,77.5
SG-SF,,6' 3.5'',Craig Dawson,,,,102.0,200.0,78.25,,75.5
SF,,6' 8'',Mike Dunleavy,,,,106.0,230.0,81.0,,80.0
PG,,5' 9.5'',Teddy Dupay,,,,90.5,178.0,70.75,,69.5
PF,,6' 7.25'',Corsley Edwards,,,,106.5,285.0,82.75,,79.25
PF,,6' 9.25'',Andy Ellis,,,,102.0,220.0,82.25,,81.25
PF,,6' 9'',Melvin Ely,,,,111.0,240.0,88.0,,81.0
PF,,6' 7.5'',Reggie Evans,,,,107.5,250.0,86.5,,79.5
PF-C,,6' 10'',Peter Fehse,,,,109.0,220.0,84.5,,82.0
PF,,6' 8.75'',Drew Gooden,,,,106.5,227.0,84.5,,80.75
SG,,6' 4.5'',David Graves,,,,101.0,212.0,79.0,,76.5
PG,,6' 0.25'',Lynn Greer,,,,94.5,170.0,73.0,,72.25
SF-SG,,6' 6'',Rod Grizzard,,,,107.0,193.0,84.0,,78.0
PG-SG,,6' 0.75'',Anthony Grundy,,,,99.0,167.0,79.75,,72.75
PF,,6' 8.5'',Marcus Haislip,,,,107.0,221.0,84.0,,80.5
SG-PG,,6' 2.75'',Damon Hancock,,,,99.5,203.0,78.0,,74.75
PG,,6' 1'',Greg Harrington,,,,97.0,183.0,75.75,,73.0
PF,,6' 7.75'',Udonis Haslem,,,,107.0,250.0,83.0,,79.75
PG,,5' 8'',Cordell Henry,,,,92.0,155.0,73.0,,68.0
SF-PF,,6' 7'',Randy Holcomb,,,,105.0,225.0,85.0,,79.0
PF-SF,,6' 6'',Ryan Humphrey,,,,104.5,223.0,84.0,,78.0
PF,,6' 10'',Jared Jeffries,,,,109.0,230.0,84.5,,82.0
C,,6' 11.25'',Jason Jennings,,,,111.0,249.0,91.0,,83.25
SG,,6' 2.25'',Fred Jones,,,,100.0,218.0,84.0,,74.25
C-PF,,6' 10.25'',Lonnie Jones,,,,112.0,230.0,86.25,,82.25
C,,6' 11.75'',Mario Kasun,,,,109.0,260.0,83.5,,83.75
PG,,6' 0.75'',Sean Kennedy,,,,96.0,182.0,74.5,,72.75
C-PF,,6' 9.25'',Kris Lang,,,,109.0,242.0,83.75,,81.25
C-PF,,6' 8.75'',Muhammed Lasege,,,,108.5,228.0,86.0,,80.75
PG,,5' 10'',Steve Logan,,,,92.5,207.0,71.75,,70.0
C-PF,,6' 8.75'',Kevin Lyde,,,,109.5,278.0,86.0,,80.75
PG,,6' 3'',Tito Maddox,,,,99.0,200.0,77.0,,75.0
SF,,6' 7.75'',Kei Madison,,,,107.0,216.0,84.5,,79.75
PF,,6' 6.25'',Chris Massie,,,,107.0,248.0,84.0,,78.25
SG,,6' 2.25'',Immanuel McElroy,,,,100.0,191.0,78.5,,74.25
PF-SF,,6' 7'',Aaron McGhee,,,,105.5,255.0,82.0,,79.0
SF-SG,,6' 4.25'',Elvin Mims,,,,105.5,211.0,85.5,,76.25
SG-SF,,6' 4.5'',Byron Mouton,,,,102.0,213.0,82.25,,76.5
SG,,6' 3'',Ronald Murray,,,,100.5,197.0,79.5,,75.0
PF-C,,6' 9'',Uche Okafor,,,,112.0,229.0,89.5,,81.0
PF-SF,,6' 7'',Chris Owens,,,,104.0,237.0,83.5,,79.0
PG,,6' 0.25'',Jannero Pargo,,,,96.0,168.0,74.5,,72.25
PG-SG,,6' 2.5'',Smush Parker,,,,107.5,179.0,82.0,,74.5
SG-SF,,6' 4.75'',Luke Recker,,,,101.0,198.0,79.0,,76.75
PF,,6' 5.75'',Rolan Roberts,,,,105.5,241.0,85.0,,77.75
SF,,6' 5.25'',Travis Robinson,,,,104.5,211.0,82.5,,77.25
SG-SF,,6' 4.75'',Kareem Rush,,,,103.5,199.0,81.75,,76.75
PF-C,,6' 9'',Brooks Sales,,,,108.0,232.0,82.0,,81.0
SF-SG,,6' 5.5'',John Salmons,,,,104.0,207.0,82.25,,77.5
SG,,6' 4.75'',Predrag Savovic,,,,102.0,212.0,79.0,,76.75
PF-SF,,6' 7'',Julian Sensley,,,,105.5,228.0,83.5,,79.0
PF-C,,6' 8.25'',Israel Sheinfeld,,,,106.5,239.0,81.75,,80.25
SF,,6' 6'',Preston Shumpert,,,,103.5,197.0,80.5,,78.0
SF,,6' 6.75'',Tamar Slay,,,,104.0,203.0,83.5,,78.75
PF,,6' 8'',Darius Songaila,,,,108.5,240.0,85.0,,80.0
PF,,6' 8.5'',Amar'e Stoudemire,,,,108.5,233.0,85.75,,80.5
PG,,6' 1'',Marcus Taylor,,,,98.5,181.0,76.5,,73.0
